vtkCompositeIndexArray,vtkOriginalIndices,x,y,z,u1,u2,u3,__vtkIsSelected__,p
2,377,0.1,0.085,0,0,0,0,0,1.41383
2,378,0,0.09,0,0,0,0,0,-2.00803
2,379,0.005,0.09,0,-0.015656,0.287944,0,0,-1.71331
2,380,0.01,0.09,0,0.0190164,0.285554,0,0,-1.20052
2,381,0.015,0.09,0,0.108031,0.22377,0,0,-0.841817
2,382,0.02,0.09,0,0.201736,0.165935,0,0,-0.603847
2,383,0.025,0.09,0,0.282328,0.120325,0,0,-0.43817
2,384,0.03,0.09,0,0.347113,0.0857008,0,0,-0.321054
2,385,0.035,0.09,0,0.396551,0.0593434,0,0,-0.235374
2,386,0.04,0.09,0,0.43185,0.0385728,0,0,-0.167799
2,387,0.045,0.09,0,0.454262,0.0212044,0,0,-0.108771
2,388,0.05,0.09,0,0.464633,0.00549376,0,0,-0.0511591
2,389,0.055,0.09,0,0.463189,-0.0100997,0,0,0.0111048
